id,anomalyID,srcIP,srcPort,dstIP,dstPort,taxonomy,heuristic,distance,nbDetectors,label
76,76,0,0,47.255.94.4,0,salphfl,999,-0.481969,1,notice
75,75,47.241.198.195,0,202.186.164.180,0,salphfl,999,-0.481969,1,notice
73,73,0,0,45.98.71.140,0,salphfl,999,-0.495735,1,notice
90,90,0,0,203.79.51.132,0,salphfl,502,-0.495735,1,notice
72,72,0,0,133.99.32.111,0,salphfl,999,-0.495735,1,notice
91,91,0,0,152.91.122.2,0,salphfl,502,-0.495735,1,notice
197,197,0,0,52.243.36.201,0,salphfl,504,-0.495735,1,notice
201,201,0,0,207.132.186.59,0,salphfl,504,-0.495735,1,notice
196,196,0,0,3.240.10.65,0,salphfl,504,-0.495735,1,notice
199,199,0,0,52.165.154.35,0,salphfl,504,-0.495735,1,notice
200,200,0,0,52.151.233.219,0,salphfl,504,-0.495735,1,notice
203,203,0,0,52.187.218.71,0,salphfl,504,-0.495735,1,notice
71,71,0,0,52.127.181.65,0,salphfl,999,-0.495735,1,notice
198,198,0,0,159.217.128.47,0,salphfl,504,-0.495735,1,notice
70,70,0,0,216.182.71.94,0,salphfl,999,-0.495735,1,notice
202,202,0,0,3.127.165.217,0,salphfl,504,-0.495735,1,notice
191,191,133.229.187.239,0,54.39.172.245,443,salphfl,504,-0.549656,1,notice
194,194,163.194.144.83,0,13.33.214.3,443,salphfl,504,-0.549656,1,notice
186,186,104.209.184.169,443,163.194.156.131,64352,salphfl,504,-0.549656,1,notice
179,179,101.155.164.12,443,163.194.158.145,0,salphfl,504,-0.549656,1,notice
184,184,52.197.171.212,443,163.194.158.105,57604,salphfl,504,-0.549656,1,notice
185,185,5.68.218.208,443,163.194.109.223,56566,salphfl,504,-0.549656,1,notice
188,188,163.194.158.119,0,52.57.33.186,443,salphfl,504,-0.549656,1,notice
180,180,162.133.40.15,443,163.194.22.69,18370,salphfl,504,-0.549656,1,notice
195,195,202.11.154.187,0,202.11.159.189,443,salphfl,504,-0.549656,1,notice
178,178,31.13.37.7,443,163.194.0.75,54714,salphfl,504,-0.549656,1,notice
190,190,163.194.156.244,54359,13.226.110.193,443,salphfl,504,-0.549656,1,notice
94,94,38.196.26.16,80,163.194.229.109,64996,salphfl,503,-0.549656,1,notice
192,192,163.194.70.116,0,52.145.167.121,443,salphfl,504,-0.549656,1,notice
193,193,18.79.222.255,443,163.194.157.219,0,salphfl,504,-0.549656,1,notice
183,183,17.113.181.33,443,163.194.158.4,63734,salphfl,504,-0.549656,1,notice
187,187,202.11.154.186,51146,52.234.212.233,443,salphfl,504,-0.549656,1,notice
181,181,99.180.77.4,443,163.194.161.26,54570,salphfl,504,-0.549656,1,notice
182,182,143.211.207.242,443,203.76.65.153,9471,salphfl,504,-0.549656,1,notice
189,189,203.76.73.214,50433,54.48.201.38,443,salphfl,504,-0.549656,1,notice
69,69,126.45.33.13,6140,163.194.204.232,995,salphfl,999,-0.549656,1,notice
218,142,0,0,203.76.77.180,80,mptpHTTP,,0.21587,6,anomalous
95,95,0,0,38.196.26.39,80,mptpHTTP,503,-0.481969,1,notice
77,77,0,0,47.241.198.195,0,mptpHTTP,999,-0.495735,1,notice
96,96,163.194.158.19,0,0,443,ptmpHTTP,503,-0.398877,2,notice
97,97,163.194.158.19,0,0,80,ptmpHTTP,503,-0.398877,2,notice
13,13,203.76.70.150,0,0,0,ptmpHTTP,10,-0.481969,1,notice
220,36,118.225.175.15,0,0,6379,sntscSYN,,-0.341792,2,suspicious
14,14,139.83.247.255,0,0,21,sntscSYN,10,-0.481969,1,notice
28,28,201.78.173.7,0,0,0,sntscSYN,901,-0.549656,1,notice
29,29,185.146.165.14,0,0,0,sntscSYN,901,-0.549656,1,notice
223,140,212.25.251.123,0,163.194.228.81,80,alphflHTTP,,0.08029,5,anomalous
222,134,203.76.77.180,80,123.247.110.128,0,alphflHTTP,,-0.07829,4,suspicious
221,137,163.194.89.136,0,91.133.87.8,80,alphflHTTP,,-0.229724,2,suspicious
99,99,203.76.75.15,0,49.143.153.123,80,alphflHTTP,503,-0.360208,2,notice
98,98,163.194.127.81,0,47.246.255.90,80,alphflHTTP,503,-0.549656,1,notice
227,6,203.76.73.8,0,128.242.249.240,0,ipv4gretun,,-0.225399,3,suspicious
224,6,203.76.73.8,0,206.196.7.71,0,ipv4gretun,,-0.225399,3,suspicious
226,6,203.76.73.8,0,50.3.125.177,0,ipv4gretun,,-0.225399,3,suspicious
225,6,203.76.73.8,0,204.2.33.226,0,ipv4gretun,,-0.225399,3,suspicious
100,100,163.194.156.249,80,213.36.233.85,0,mptplaHTTP,503,-0.481969,1,notice
102,102,133.229.34.43,80,213.36.233.85,0,mptplaHTTP,503,-0.481969,1,notice
78,78,0,0,71.177.34.188,0,mptplaHTTP,999,-0.481969,1,notice
101,101,133.229.129.225,80,213.36.233.85,0,mptplaHTTP,503,-0.481969,1,notice
228,118,23.211.189.69,80,163.194.70.171,0,ptmplaHTTP,,-0.229724,2,suspicious
229,118,23.211.189.69,80,163.194.159.58,0,ptmplaHTTP,,-0.229724,2,suspicious
231,60,71.54.246.228,1443,203.76.74.161,1443,sptpDoSSYN,,-0.341792,2,suspicious
232,60,71.54.246.228,1443,203.76.116.225,1443,sptpDoSSYN,,-0.341792,2,suspicious
230,60,71.54.246.228,1443,133.251.128.2,1443,sptpDoSSYN,,-0.341792,2,suspicious
233,151,185.97.182.174,53,203.76.69.37,0,ptpposcaUDP,,0.25644,2,anomalous
79,79,1.162.185.29,53,202.186.161.43,0,ptpposcaUDP,999,-0.481969,1,notice
236,171,203.76.70.133,0,5.173.104.48,58144,heavy_hitter,,0.21901,7,anomalous
235,171,203.76.70.133,0,5.173.104.48,58360,heavy_hitter,,0.21901,7,anomalous
237,138,5.173.104.48,58360,203.76.70.133,0,heavy_hitter,,0.44935,8,anomalous
238,138,5.173.104.48,58144,203.76.70.133,0,heavy_hitter,,0.44935,8,anomalous
234,128,133.251.140.36,0,165.23.158.149,0,heavy_hitter,,-0.229724,2,suspicious
246,98,103.110.206.82,5091,0,7631,ntscUDPOther,,-0.06792,4,suspicious
247,98,103.110.206.82,5084,0,5069,ntscUDPOther,,-0.06792,4,suspicious
242,26,91.227.148.110,0,0,1900,ntscUDPOther,,-0.162286,3,suspicious
243,49,185.221.65.195,0,0,5351,ntscUDPOther,,-0.162286,3,suspicious
240,8,31.13.37.52,0,0,1900,ntscUDPOther,,-0.162286,3,suspicious
244,50,185.221.65.196,0,0,5351,ntscUDPOther,,-0.162286,3,suspicious
239,7,17.2.202.8,0,0,5351,ntscUDPOther,,-0.162286,3,suspicious
241,11,103.110.206.105,5127,0,18506,ntscUDPOther,,-0.162286,3,suspicious
245,51,185.221.65.197,0,0,5351,ntscUDPOther,,-0.162286,3,suspicious
250,79,0,0,203.76.70.149,0,ntscUDPUDPrp,,-0.379151,1,suspicious
252,94,0,0,203.76.72.201,53,ntscUDPUDPrp,,-0.379151,1,suspicious
254,100,0,0,133.99.53.66,0,ntscUDPUDPrp,,-0.379151,1,suspicious
249,70,0,0,133.99.254.225,53,ntscUDPUDPrp,,-0.379151,1,suspicious
251,93,0,0,203.76.72.220,53,ntscUDPUDPrp,,-0.379151,1,suspicious
253,96,0,0,203.76.78.1,53,ntscUDPUDPrp,,-0.379151,1,suspicious
248,70,0,53,133.99.254.225,0,ntscUDPUDPrp,,-0.379151,1,suspicious
80,80,0,53,163.194.230.159,0,ntscUDPUDPrp,999,-0.495735,1,notice
81,81,0,53,133.251.128.167,0,ntscUDPUDPrp,999,-0.495735,1,notice
82,82,0,0,91.133.82.27,0,ntscUDPUDPrp,999,-0.495735,1,notice
262,25,171.26.111.175,0,0,1433,ntscSYN139445,,-0.162286,3,suspicious
265,38,36.228.107.231,0,0,1433,ntscSYN139445,,-0.162286,3,suspicious
264,38,36.228.107.231,0,0,445,ntscSYN139445,,-0.162286,3,suspicious
258,15,154.115.190.248,0,0,1433,ntscSYN139445,,-0.162286,3,suspicious
263,35,106.205.246.11,0,0,445,ntscSYN139445,,-0.162286,3,suspicious
261,25,171.26.111.175,0,0,445,ntscSYN139445,,-0.162286,3,suspicious
256,4,59.71.199.187,0,0,445,ntscSYN139445,,-0.162286,3,suspicious
260,21,46.191.176.200,0,0,445,ntscSYN139445,,-0.162286,3,suspicious
257,12,58.47.12.2,0,0,445,ntscSYN139445,,-0.162286,3,suspicious
259,15,154.115.190.248,0,0,445,ntscSYN139445,,-0.162286,3,suspicious
255,27,49.157.152.153,0,0,445,ntscSYN139445,,-0.341792,2,suspicious
15,15,209.137.85.84,0,0,445,ntscSYN139445,10,-0.549656,1,notice
266,57,0,0,103.114.32.132,0,ntscTCPTCPICrp,,-0.178735,3,suspicious
19,19,0,0,162.14.40.182,0,ntscTCPTCPICrp,20,-0.495735,1,notice
21,21,0,0,74.4.206.143,0,ntscTCPTCPICrp,20,-0.495735,1,notice
20,20,0,0,64.18.255.221,0,ntscTCPTCPICrp,20,-0.495735,1,notice
267,105,0,0,173.212.227.9,0,ntscUDPUDPICrp,,-0.225399,3,suspicious
22,22,0,0,193.47.240.18,0,ntscUDPUDPICrp,20,-0.549656,1,notice
270,71,0,0,18.62.51.238,0,ntscICecrqICecrprp,,-0.379151,1,suspicious
271,75,0,0,119.33.55.16,0,ntscICecrqICecrprp,,-0.379151,1,suspicious
276,85,0,0,133.251.99.233,0,ntscICecrqICecrprp,,-0.379151,1,suspicious
273,81,0,0,211.175.249.240,0,ntscICecrqICecrprp,,-0.379151,1,suspicious
278,99,0,0,113.112.174.221,0,ntscICecrqICecrprp,,-0.379151,1,suspicious
274,82,0,0,54.179.174.37,0,ntscICecrqICecrprp,,-0.379151,1,suspicious
275,84,0,0,13.59.247.200,0,ntscICecrqICecrprp,,-0.379151,1,suspicious
277,86,0,0,3.117.193.154,0,ntscICecrqICecrprp,,-0.379151,1,suspicious
272,77,0,0,163.158.127.41,0,ntscICecrqICecrprp,,-0.379151,1,suspicious
25,25,0,0,47.246.212.132,0,ntscICecrqICecrprp,20,-0.481969,1,notice
24,24,0,0,47.246.199.254,0,ntscICecrqICecrprp,20,-0.495735,1,notice
23,23,0,0,3.203.172.170,0,ntscICecrqICecrprp,20,-0.495735,1,notice
